# Citation/License/Copyright:,"LeBauer, David, Michael Dietze, Rob Kooper, Steven Long, Patrick Mulrooney, Gareth Scott Rohde, Dan Wang (2010).  Biofuel Ecophysiological Traits and Yields Database (BETYdb), Energy Biosciences Institute, University of Illinois at Urbana-Champaign.  doi:10.13012/J8H41PB9
All public data in BETYdb is made available under the Open Data Commons Attribution License (ODC-By) v1.0. You are free to share, create, and adapt its contents.  Data with an access_level field and value &lt;= 2 is not covered by this license but may be available for use with consent.
Copyright © 2010-2014 Energy Biosciences Institute"
#
# Contact:,betydb@gmail.com
#
# SQL query:,"SELECT ""traits_and_yields_view"".* FROM ""traits_and_yields_view""  WHERE (traits_and_yields_view.access_level >= 4) AND (checked >= 1)"
#
# Time of query:,2017-05-26 16:33:16 UTC
checked,Afton,Afton,45.33,-84.51,Acer saccharinum,silver maple,Acer,"",Burton,1997,29000 ppm CO2,1994,19:00:00 (America/Detroit),"",1994,1994-12-31 18:00:00 -0600,8.0,root_respiration_rate,13.6,umol CO_2 kg-1 s-1,6,SE,[missing],"","",IRGA
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Observational,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,root_g_per_plant,0.0661,g root/ Plant,579,SE,0.008,"","",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Thin and Burn,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,SLA,1.46,m2 kg-1,579,SE,0.027,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Observational,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,SLA,1.69,m2 kg-1,579,SE,0.020,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Observational,August 2003,01:00:00 (America/New_York),8,2003,2003-08-31 00:00:00 -0500,6.0,SLA,4.04,m2 kg-1,288,SE,0.110,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Burn,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,SLA,1.61,m2 kg-1,579,SE,0.040,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Burn,August 2003,01:00:00 (America/New_York),8,2003,2003-08-31 00:00:00 -0500,6.0,SLA,3.77,m2 kg-1,288,SE,0.120,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Thin,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,SLA,1.63,m2 kg-1,579,SE,0.040,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Thin,August 2003,01:00:00 (America/New_York),8,2003,2003-08-31 00:00:00 -0500,6.0,SLA,3.51,m2 kg-1,288,SE,0.070,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Thin,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,SLA,1.46,m2 kg-1,579,SE,0.020,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Thin and Burn,Unrecognized Value for Date Level of Confidence,01:00:00 (America/New_York),"","",2003-08-31 00:00:00 -0500,4.0,SLA,3.18,m2 kg-1,288,SE,0.100,Assuming figure's units are incorrectly labeled m2/g instead of cm2/g as should be.,"",""
checked,Ohio Hills,"",39.33,-82.44,Castanea dentata,American chestnut,Castanea,"",McCament,2005,Observational,August 2002,01:00:00 (America/New_York),8,2002,2002-08-31 00:00:00 -0500,6.0,fineroot2leaf,0.0900,ratio,579,SE,[missing],"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,Tora,Robinson,2004,Observational,July 1999,Time Level of Confidence Unknown,7,1999,1999-06-30 19:00:00 -0500,6.0,SLA,17.3,m2 kg-1,16,SE,0.338,"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,Tora,Robinson,2004,Observational,July 2000,Time Level of Confidence Unknown,7,2000,2000-06-30 19:00:00 -0500,6.0,SLA,18.5,m2 kg-1,16,SE,0.634,"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,78183,Robinson,2004,Observational,July 1999,Time Level of Confidence Unknown,7,1999,1999-06-30 19:00:00 -0500,6.0,SLA,14.1,m2 kg-1,16,SE,1.801,"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,78183,Robinson,2004,Observational,July 2000,Time Level of Confidence Unknown,7,2000,2000-06-30 19:00:00 -0500,6.0,SLA,15.8,m2 kg-1,16,SE,0.247,"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,Tora,Robinson,2004,Observational,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,19.3,m2 kg-1,16,SE,0.491,"","",""
checked,IACR-Long Ashton Research Station,Bristol,51.46,-2.65,Salix viminalis,basket willow,Salix,Tora,Robinson,2004,Observational,July 2001,Time Level of Confidence Unknown,7,2001,2001-06-30 19:00:00 -0500,6.0,SLA,14.4,m2 kg-1,30,SE,0.634,"","",""
checked,Cedarburg Bog,Saukville,43.38,-88.01,Betula pumila,bog birch,Betula,"",Reich,1995,Observational,"","","","","",8.0,SLA,9.80,m2 kg-1,"","",[missing],"Measurements taken from 1986-1990.

No N, statname or stat given.

Converted from cm2 g-1 to m2 kg-1.","",""
checked,Cedarburg Bog,Saukville,43.38,-88.01,Betula pumila,bog birch,Betula,"",Reich,1995,Observational,"","","","","",8.0,Amax,6.90,umol CO2 m-2 s-1,"","",[missing],"Measurements taken from 1986-1990.

No N, statname or stat given.

","",""
checked,Cedarburg Bog,Saukville,43.38,-88.01,Betula pumila,bog birch,Betula,"",Reich,1995,Observational,"","","","","",8.0,leafN,1.51,percent,"","",[missing],"Measurements taken from 1986-1990.

No N, statname or stat given.

","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,C Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,49.0,umol CO2 m-2 s-1,3,SE,1.900,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,C Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,37.8,umol CO2 m-2 s-1,3,SE,5.600,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,F Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,51.3,umol CO2 m-2 s-1,3,SE,5.400,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,F Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,23.9,umol CO2 m-2 s-1,3,SE,11.700,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,C Sun,September 2000,02:00:00 (Europe/Tallinn),9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,56.7,umol CO2 m-2 s-1,3,SE,4.600,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,C Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,37.4,umol CO2 m-2 s-1,3,SE,10.800,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,F Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,56.0,umol CO2 m-2 s-1,3,SE,9.700,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,F Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,Vcmax,34.3,umol CO2 m-2 s-1,3,SE,12.000,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,C Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,12.3,m2 kg-1,6,SE,0.246,"","",""
checked,Agronomic Institute Center for Technological Research of Sugarcane,Ribeirão Preto,-21.16,-47.82,Saccharum officinarum,sugarcane,Saccharum,IACSP93-2060,Marchiori,2010,Observational,May 2009,Time Level of Confidence Unknown,5,2009,2009-05-30 19:00:00 -0500,6.0,SDM,4.37,Mg/ha,3,SE,0.717,Upper,"",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Picea mariana,black spruce,Picea,"",Bonan,1993,Observational,"","","","","",9.0,Jmax,210,umol photons m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Picea glauca,white spruce,Picea,"",Bonan,1993,Observational,"","","","","",9.0,Jmax,210,umol photons m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Populus tremuloides,quaking aspen,Populus,"",Bonan,1993,Observational,"","","","","",9.0,Jmax,55.0,umol photons m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Betula papyrifera,paper birch,Betula,"",Bonan,1993,Observational,"","","","","",9.0,Jmax,55.0,umol photons m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Picea glauca,white spruce,Picea,"",Bonan,1993,Observational,"","","","","",9.0,Vcmax,412,umol CO2 m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Populus tremuloides,quaking aspen,Populus,"",Bonan,1993,Observational,"","","","","",9.0,Vcmax,42.0,umol CO2 m-2 s-1,"","",[missing],"","",""
checked,"Fairbanks, Alaska",Fairbanks,64.82,-147.87,Betula papyrifera,paper birch,Betula,"",Bonan,1993,Observational,"","","","","",9.0,Vcmax,42.0,umol CO2 m-2 s-1,"","",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2001,07:00:00 (Europe/Paris),"",2001,2001-01-01 00:00:00 -0600,8.0,Vcmax,30.3,umol CO2 m-2 s-1,18,SE,2.700,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 4
(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
(4)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore SE = 2.7","",""
checked,Afton,Afton,45.33,-84.51,Acer saccharinum,silver maple,Acer,"",Burton,1997,44000 ppm CO2,1993,19:00:00 (America/Detroit),"",1993,1993-12-31 18:00:00 -0600,8.0,root_respiration_rate,13.2,umol CO_2 kg-1 s-1,6,SE,[missing],"","",IRGA
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2002,07:00:00 (Europe/Paris),"",2002,2002-01-01 00:00:00 -0600,8.0,Vcmax,32.8,umol CO2 m-2 s-1,18,SE,2.700,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 4
(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
(4)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore SE = 2.7","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2003,07:00:00 (Europe/Paris),"",2003,2003-01-01 00:00:00 -0600,8.0,Vcmax,30.2,umol CO2 m-2 s-1,18,SE,2.700,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 4
(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
(4)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore SE = 2.7","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2004,07:00:00 (Europe/Paris),"",2004,2004-01-01 00:00:00 -0600,8.0,Vcmax,37.7,umol CO2 m-2 s-1,18,SE,2.700,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 4
(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
(4)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore SE = 2.7","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2006,07:00:00 (Europe/Paris),"",2006,2006-01-01 00:00:00 -0600,8.0,Vcmax,41.7,umol CO2 m-2 s-1,18,SE,2.700,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 4
(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
(4)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore SE = 2.7","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2001,07:00:00 (Europe/Paris),"",2001,2001-01-01 00:00:00 -0600,8.0,Jmax,83.5,umol photons m-2 s-1,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2003,07:00:00 (Europe/Paris),"",2003,2003-01-01 00:00:00 -0600,8.0,Jmax,78.7,umol photons m-2 s-1,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2004,07:00:00 (Europe/Paris),"",2004,2004-01-01 00:00:00 -0600,8.0,Jmax,87.7,umol photons m-2 s-1,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2006,07:00:00 (Europe/Paris),"",2006,2006-01-01 00:00:00 -0600,8.0,Jmax,75.8,umol photons m-2 s-1,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2001,07:00:00 (Europe/Paris),"",2001,2001-01-01 00:00:00 -0600,8.0,leaf_respiration_rate_m2,1.00,umol CO2 m-2 s-1,18,SE,0.200,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 0.3

(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
for dark respiration:
(0.3)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore the SE = 0.2","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2002,07:00:00 (Europe/Paris),"",2002,2002-01-01 00:00:00 -0600,8.0,Jmax,88.5,umol photons m-2 s-1,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2002,07:00:00 (Europe/Paris),"",2002,2002-01-01 00:00:00 -0600,8.0,leaf_respiration_rate_m2,0.430,umol CO2 m-2 s-1,18,SE,0.200,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 0.3

(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
for dark respiration:
(0.3)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore the SE = 0.2","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2003,07:00:00 (Europe/Paris),"",2003,2003-01-01 00:00:00 -0600,8.0,leaf_respiration_rate_m2,0.730,umol CO2 m-2 s-1,18,SE,0.200,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 0.3

(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
for dark respiration:
(0.3)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore the SE = 0.2","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2006,07:00:00 (Europe/Paris),"",2006,2006-01-01 00:00:00 -0600,8.0,leaf_respiration_rate_m2,0.960,umol CO2 m-2 s-1,18,SE,0.200,"sample size (n) = 18
p-value across years <= 0.0001
smallest significantly different interval is 0.3

(x1-x2)/(qt(1-P/2,2*n-2)*sqrt(2/n)) #from
for dark respiration:
(0.3)/(qt(1-0.0001/2,2*18-2)*sqrt(2/18))
Therefore the SE = 0.2","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2002,07:00:00 (Europe/Paris),"",2002,2002-01-01 00:00:00 -0600,8.0,leafN,2.43,percent,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2004,07:00:00 (Europe/Paris),"",2004,2004-01-01 00:00:00 -0600,8.0,leafN,2.39,percent,18,"",[missing],"","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2006,07:00:00 (Europe/Paris),"",2006,2006-01-01 00:00:00 -0600,8.0,leafN,2.49,percent,18,"",[missing],"","",""
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-24 00:00:00 -0500,7.0,root_respiration_rate,3.48,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-25 00:00:00 -0500,7.0,root_respiration_rate,3.26,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-26 00:00:00 -0500,7.0,root_respiration_rate,3.97,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-27 00:00:00 -0500,7.0,root_respiration_rate,1.53,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-27 00:00:00 -0500,7.0,root_respiration_rate,2.94,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-29 00:00:00 -0500,7.0,root_respiration_rate,2.47,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-07-30 00:00:00 -0500,7.0,root_respiration_rate,2.34,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: JJA 1998,21:00:00 (America/Anchorage),"",1998,1998-08-01 00:00:00 -0500,7.0,root_respiration_rate,4.79,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-02 00:00:00 -0500,7.0,root_respiration_rate,2.22,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-04 00:00:00 -0500,7.0,root_respiration_rate,2.83,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-05 00:00:00 -0500,7.0,root_respiration_rate,3.18,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-07 00:00:00 -0500,7.0,root_respiration_rate,3.10,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-10 00:00:00 -0500,7.0,root_respiration_rate,2.06,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-12 00:00:00 -0500,7.0,root_respiration_rate,2.96,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,Floodplain of the Tanana River,Fairbanks,64.80,-147.87,Picea mariana,black spruce,Picea,"",Ruess,2003,Ruess Observational,Season: [UNRECOGNIZED SEASON MONTH] 1998,21:00:00 (America/Anchorage),"",1998,1998-08-13 00:00:00 -0500,7.0,root_respiration_rate,2.29,umol CO_2 kg-1 s-1,1,"",[missing],"","",IRGA
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78183,Merilo,2005,C Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,12.9,m2 kg-1,6,SE,0.168,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78183,Merilo,2005,C Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,16.7,m2 kg-1,6,SE,0.952,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78183,Merilo,2005,F Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,14.4,m2 kg-1,6,SE,0.346,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78183,Merilo,2005,F Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,21.4,m2 kg-1,6,SE,1.177,"","",""
checked,"","Cavallermaggiore, Po Valley",44.70,7.67,Populus nigra,Lombardy poplar,Populus,"",Marron,2007,Observational,June 2005,02:00:00 (Europe/Rome),6,2005,2005-06-14 19:00:00 -0500,6.0,Carbon mass,446,mg g-1DW,4,SE,7.900,Table 2,"",""
checked,"","Cavallermaggiore, Po Valley",44.70,7.67,P. deltoides × P. trichocarpa,poplar,Populus,"",Marron,2007,Observational,June 2005,02:00:00 (Europe/Rome),6,2005,2005-06-14 19:00:00 -0500,6.0,Carbon mass,461,mg g-1DW,4,SE,1.100,Table 1,"",""
checked,"","Cavallermaggiore, Po Valley",44.70,7.67,Populus trichocarpa,"",Populus,"",Marron,2007,Observational,June 2005,02:00:00 (Europe/Rome),6,2005,2005-06-14 19:00:00 -0500,6.0,Carbon mass,464,mg g-1DW,4,SE,9.600,Table 2,"",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,C Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,12.3,m2 kg-1,6,SE,0.566,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,F Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,15.5,m2 kg-1,6,SE,0.481,"","",""
checked,"",Saare,58.50,22.60,Salix viminalis,basket willow,Salix,78021,Merilo,2005,F Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,20.3,m2 kg-1,6,SE,1.563,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,C Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,11.4,m2 kg-1,6,SE,0.410,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,C Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,13.8,m2 kg-1,6,SE,0.469,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,F Sun,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,12.1,m2 kg-1,6,SE,0.411,"","",""
checked,"",Saare,58.50,22.60,Salix dasyclados,willow,Salix,81090,Merilo,2005,F Shade,September 2000,Time Level of Confidence Unknown,9,2000,2000-08-31 19:00:00 -0500,6.0,SLA,16.3,m2 kg-1,6,SE,0.848,"","",""
checked,Loire valley,Orleans,47.77,1.87,P. deltoides × P. nigra,poplar,Populus,"",Marron,2007,Observational,"","","","","",4.0,Carbon mass,475,mg g-1DW,4,SE,0.700,Table 1,"",""
checked,BOREAS NSA - (CA-Man),"",55.88,-98.48,Picea mariana,black spruce,Picea,"",Rayment,2002,July- Upper canopy branch bag,June 1996,19:00:00 (America/Winnipeg),6,1996,1996-06-30 19:00:00 -0500,6.0,quantum_efficiency,0.0600,fraction,6,95%CI,0.018,"RK divided mean and SD by 4 because the data were given in mol e- whereas the units should be mol co2. Stoichiometry based on Long and Bernacchi 2003 (Journal of Experimental Botany, Vol. 54, No. 392, pp. 2393±2401). Documented further in betydb redmine issue #1409.

Original values:
mean=0.24
Stat=0.07","",""
checked,Chaine des Puys,"",45.70,2.97,Fagus sylvatica,European beech,Fagus,"",Balandier,2007,observational,2003,07:00:00 (Europe/Paris),"",2003,2003-01-01 00:00:00 -0600,8.0,leafN,2.59,percent,18,"",[missing],"","",""
